obs,period,date,year,month,height_live,epoch,locality,site,bar,station,treatment,strata,gear
14005,10,10/28/2014,2014,10,20,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14006,10,10/28/2014,2014,10,20,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14007,10,10/28/2014,2014,10,20,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14008,10,10/28/2014,2014,10,20,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14009,10,10/28/2014,2014,10,20,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14010,10,10/28/2014,2014,10,20,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14011,10,10/28/2014,2014,10,20,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14012,10,10/28/2014,2014,10,20,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14013,10,10/28/2014,2014,10,21,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14014,10,10/28/2014,2014,10,21,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14015,10,10/28/2014,2014,10,21,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14016,10,10/28/2014,2014,10,21,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14017,10,10/28/2014,2014,10,21,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14018,10,10/28/2014,2014,10,21,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14019,10,10/28/2014,2014,10,21,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14020,10,10/28/2014,2014,10,21,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14021,10,10/28/2014,2014,10,21,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14022,10,10/28/2014,2014,10,21,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14023,10,10/28/2014,2014,10,21,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14024,10,10/28/2014,2014,10,21,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14025,10,10/28/2014,2014,10,21,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14026,10,10/28/2014,2014,10,21,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14027,10,10/28/2014,2014,10,21,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14028,10,10/28/2014,2014,10,21,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14029,10,10/28/2014,2014,10,22,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14030,10,10/28/2014,2014,10,22,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14031,10,10/28/2014,2014,10,22,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14032,10,10/28/2014,2014,10,22,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14033,10,10/28/2014,2014,10,22,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14034,10,10/28/2014,2014,10,22,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14035,10,10/28/2014,2014,10,22,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14036,10,10/28/2014,2014,10,22,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14037,10,10/28/2014,2014,10,22,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14038,10,10/28/2014,2014,10,22,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14039,10,10/28/2014,2014,10,22,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14040,10,10/28/2014,2014,10,22,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14041,10,10/28/2014,2014,10,22,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14042,10,10/28/2014,2014,10,22,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14043,10,10/28/2014,2014,10,22,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14044,10,10/28/2014,2014,10,22,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14045,10,10/28/2014,2014,10,23,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14046,10,10/28/2014,2014,10,23,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14047,10,10/28/2014,2014,10,23,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14048,10,10/28/2014,2014,10,23,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14049,10,10/28/2014,2014,10,23,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14050,10,10/28/2014,2014,10,23,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14051,10,10/28/2014,2014,10,23,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14052,10,10/28/2014,2014,10,24,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14053,10,10/28/2014,2014,10,24,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14054,10,10/28/2014,2014,10,24,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14055,10,10/28/2014,2014,10,24,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14056,10,10/28/2014,2014,10,24,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14057,10,10/28/2014,2014,10,24,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14058,10,10/28/2014,2014,10,24,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14059,10,10/28/2014,2014,10,25,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14060,10,10/28/2014,2014,10,25,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14061,10,10/28/2014,2014,10,25,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14062,10,10/28/2014,2014,10,25,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14063,10,10/28/2014,2014,10,25,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14064,10,10/28/2014,2014,10,25,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14065,10,10/28/2014,2014,10,26,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14066,10,10/28/2014,2014,10,26,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14067,10,10/28/2014,2014,10,26,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14068,10,10/28/2014,2014,10,26,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14069,10,10/28/2014,2014,10,26,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14070,10,10/28/2014,2014,10,27,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14071,10,10/28/2014,2014,10,27,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14072,10,10/28/2014,2014,10,27,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14073,10,10/28/2014,2014,10,27,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14074,10,10/28/2014,2014,10,27,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14075,10,10/28/2014,2014,10,28,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14076,10,10/28/2014,2014,10,28,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14077,10,10/28/2014,2014,10,28,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14078,10,10/28/2014,2014,10,28,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14079,10,10/28/2014,2014,10,28,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14080,10,10/28/2014,2014,10,28,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14081,10,10/28/2014,2014,10,29,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14082,10,10/28/2014,2014,10,29,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14083,10,10/28/2014,2014,10,30,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14084,10,10/28/2014,2014,10,30,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14085,10,10/28/2014,2014,10,30,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14086,10,10/28/2014,2014,10,31,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14087,10,10/28/2014,2014,10,31,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14088,10,10/28/2014,2014,10,33,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14089,10,10/28/2014,2014,10,34,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14090,10,10/28/2014,2014,10,34,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14091,10,10/28/2014,2014,10,35,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14092,10,10/28/2014,2014,10,35,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14093,10,10/28/2014,2014,10,38,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14094,16,11/7/2017,2017,11,34.3,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14095,16,11/7/2017,2017,11,39.2,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14096,16,11/7/2017,2017,11,28.7,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14097,10,10/28/2014,2014,10,32,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14098,16,11/7/2017,2017,11,12.9,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14099,16,11/7/2017,2017,11,13.3,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14100,16,11/7/2017,2017,11,13.4,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14101,11,5/18/2015,2015,5,15,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14102,11,5/18/2015,2015,5,15,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14103,11,5/18/2015,2015,5,17,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14104,11,5/18/2015,2015,5,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14105,11,5/18/2015,2015,5,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14106,11,5/18/2015,2015,5,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14107,11,5/18/2015,2015,5,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14108,11,5/18/2015,2015,5,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14109,11,5/18/2015,2015,5,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14110,11,5/18/2015,2015,5,19,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14111,11,5/18/2015,2015,5,19,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14112,11,5/18/2015,2015,5,20,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14113,11,5/18/2015,2015,5,20,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14114,11,5/18/2015,2015,5,20,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14115,11,5/18/2015,2015,5,20,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14116,11,5/18/2015,2015,5,20,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14117,11,5/18/2015,2015,5,20,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14118,11,5/18/2015,2015,5,NA,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14119,11,5/18/2015,2015,5,NA,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14120,16,11/7/2017,2017,11,26.7,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14121,16,11/7/2017,2017,11,27.5,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14122,10,10/28/2014,2014,10,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14123,10,10/28/2014,2014,10,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14124,16,11/7/2017,2017,11,29.8,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14125,10,10/28/2014,2014,10,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14126,16,11/7/2017,2017,11,30.4,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14127,16,11/7/2017,2017,11,30.4,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14128,16,11/7/2017,2017,11,31.6,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14129,16,11/7/2017,2017,11,32.9,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14130,16,11/7/2017,2017,11,34.1,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14131,16,11/7/2017,2017,11,35.3,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14132,16,11/7/2017,2017,11,35.7,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14133,16,11/7/2017,2017,11,36,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14134,16,11/7/2017,2017,11,36.3,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14135,16,11/7/2017,2017,11,37.8,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14136,16,11/7/2017,2017,11,38.8,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14137,16,11/7/2017,2017,11,39.3,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14138,16,11/7/2017,2017,11,39.5,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14139,16,11/7/2017,2017,11,39.5,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14140,16,11/7/2017,2017,11,40.3,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14141,16,11/7/2017,2017,11,40.5,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14142,16,11/7/2017,2017,11,43,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14143,16,11/7/2017,2017,11,50.1,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14144,16,11/7/2017,2017,11,56.4,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14145,10,10/28/2014,2014,10,4,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14146,10,10/28/2014,2014,10,5,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14147,10,10/28/2014,2014,10,5,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14148,10,10/28/2014,2014,10,5,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14149,10,10/28/2014,2014,10,5,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14150,10,10/28/2014,2014,10,5,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14151,10,10/28/2014,2014,10,5,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14152,10,10/28/2014,2014,10,5,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14153,10,10/28/2014,2014,10,8,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14154,10,10/28/2014,2014,10,8,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14155,10,10/28/2014,2014,10,9,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14156,10,10/28/2014,2014,10,9,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14157,16,11/7/2017,2017,11,NA,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14158,10,10/28/2014,2014,10,10,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14159,16,11/7/2017,2017,11,NA,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14160,16,11/7/2017,2017,11,NA,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14161,10,10/28/2014,2014,10,10,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14162,10,10/28/2014,2014,10,10,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14163,10,10/28/2014,2014,10,10,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14164,10,10/28/2014,2014,10,11,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14165,10,10/28/2014,2014,10,11,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14166,10,10/28/2014,2014,10,11,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14167,10,10/28/2014,2014,10,11,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14168,10,10/28/2014,2014,10,12,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14169,10,10/28/2014,2014,10,12,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14170,10,10/28/2014,2014,10,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14171,10,10/28/2014,2014,10,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14172,10,10/28/2014,2014,10,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14173,10,10/28/2014,2014,10,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14174,16,11/7/2017,2017,11,11.8,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14175,10,10/28/2014,2014,10,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14176,10,10/28/2014,2014,10,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14177,10,10/28/2014,2014,10,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14178,10,10/28/2014,2014,10,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14179,10,10/28/2014,2014,10,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14180,16,11/7/2017,2017,11,12.2,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14181,10,10/28/2014,2014,10,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14182,10,10/28/2014,2014,10,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14183,10,10/28/2014,2014,10,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14184,10,10/28/2014,2014,10,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14185,10,10/28/2014,2014,10,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14186,10,10/28/2014,2014,10,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14187,10,10/28/2014,2014,10,32,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14188,10,10/28/2014,2014,10,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14189,10,10/28/2014,2014,10,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14190,10,10/28/2014,2014,10,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14191,10,10/28/2014,2014,10,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14192,10,10/28/2014,2014,10,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14193,10,10/28/2014,2014,10,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14194,10,10/28/2014,2014,10,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14195,10,10/28/2014,2014,10,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14196,10,10/28/2014,2014,10,18,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14197,16,11/7/2017,2017,11,13.8,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14198,10,10/28/2014,2014,10,25,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14199,10,10/28/2014,2014,10,25,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14200,10,10/28/2014,2014,10,25,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14201,10,10/28/2014,2014,10,25,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14202,10,10/28/2014,2014,10,26,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14203,10,10/28/2014,2014,10,26,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14204,10,10/28/2014,2014,10,26,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14205,10,10/28/2014,2014,10,26,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14206,10,10/28/2014,2014,10,26,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14207,10,10/28/2014,2014,10,26,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14208,10,10/28/2014,2014,10,26,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14209,10,10/28/2014,2014,10,27,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14210,10,10/28/2014,2014,10,27,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14211,10,10/28/2014,2014,10,27,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14212,16,11/7/2017,2017,11,23.4,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14213,10,10/28/2014,2014,10,28,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14214,10,10/28/2014,2014,10,28,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14215,10,10/28/2014,2014,10,28,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14216,10,10/28/2014,2014,10,28,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14217,11,5/18/2015,2015,5,39,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14218,10,10/28/2014,2014,10,28,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14219,10,10/28/2014,2014,10,28,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14220,10,10/28/2014,2014,10,29,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14221,10,10/28/2014,2014,10,29,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14222,11,5/18/2015,2015,5,49,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14223,16,11/7/2017,2017,11,26.3,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14224,16,11/7/2017,2017,11,26.3,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14225,10,10/28/2014,2014,10,30,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14226,16,11/7/2017,2017,11,11,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14227,10,10/28/2014,2014,10,17,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14228,16,11/7/2017,2017,11,11.7,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14229,16,11/7/2017,2017,11,12.4,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14230,10,10/28/2014,2014,10,32,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14231,10,10/28/2014,2014,10,32,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14232,16,11/7/2017,2017,11,12.8,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14233,16,11/7/2017,2017,11,13.3,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14234,10,10/28/2014,2014,10,34,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14235,10,10/28/2014,2014,10,34,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14236,16,11/7/2017,2017,11,32.5,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14237,10,10/28/2014,2014,10,36,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14238,16,11/7/2017,2017,11,18.4,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14239,16,11/7/2017,2017,11,63.3,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14240,10,10/28/2014,2014,10,4,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14241,10,10/28/2014,2014,10,4,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14242,10,10/28/2014,2014,10,7,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14243,16,11/7/2017,2017,11,NA,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14244,10,10/28/2014,2014,10,10,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14245,10,10/28/2014,2014,10,11,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14246,10,10/28/2014,2014,10,11,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14247,11,5/18/2015,2015,5,31,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14248,11,5/18/2015,2015,5,31,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14249,10,10/28/2014,2014,10,12,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14250,16,11/7/2017,2017,11,23,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14251,11,5/18/2015,2015,5,32,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14252,11,5/18/2015,2015,5,32,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14253,16,11/7/2017,2017,11,23.2,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14254,11,5/18/2015,2015,5,38,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14255,16,11/7/2017,2017,11,24.5,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14256,16,11/7/2017,2017,11,24.5,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14257,11,5/18/2015,2015,5,39,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14258,11,5/18/2015,2015,5,40,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14259,16,11/7/2017,2017,11,24.9,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14260,16,11/7/2017,2017,11,25.1,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14261,11,5/18/2015,2015,5,45,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14262,11,5/18/2015,2015,5,48,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14263,16,11/7/2017,2017,11,25.3,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14264,16,11/7/2017,2017,11,25.8,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14265,11,5/18/2015,2015,5,51,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14266,11,5/18/2015,2015,5,51,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14267,11,5/18/2015,2015,5,52,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14268,16,11/7/2017,2017,11,26,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14269,16,11/7/2017,2017,11,26.3,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14270,16,11/7/2017,2017,11,26.3,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14271,11,5/18/2015,2015,5,NA,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14272,10,10/28/2014,2014,10,17,2,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14273,16,11/7/2017,2017,11,27.2,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14274,16,11/7/2017,2017,11,27.3,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14275,16,11/7/2017,2017,11,27.7,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14276,16,11/7/2017,2017,11,30.9,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14277,16,11/7/2017,2017,11,13.1,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14278,16,11/7/2017,2017,11,13.7,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14279,16,11/7/2017,2017,11,50.3,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
14280,16,11/7/2017,2017,11,33.6,3,LC,O,10,LCO10B,rocks,N_PILOT,quadrat
